,complex,putative_genes,coeffs,monomer_id,gene,obj_ids
1049,pseudouridine-5'-phosphate glycosidase,psuG,3,EG12033-MONOMER,psuG,EG12033-MONOMER
1050,PspF DNA-binding transcriptional dual regulator,pspF,6,EG12344-MONOMER,pspF,EG12344-MONOMER
1051,PTS enzyme I,ptsI,2,PTSI-MONOMER,ptsI,PTSI-MONOMER
1052,purine nucleoside phosphoramidase,hinT,2,EG12172-MONOMER,hinT,EG12172-MONOMER
1053,purine nucleoside phosphorylase,deoD,6,DEOD-MONOMER,deoD,DEOD-MONOMER
1054,PutA DNA-binding transcriptional repressor / proline dehydrogenase / 1-pyrroline-5-carboxylate dehydrogenase,putA,2,PUTA-MONOMER,putA,PUTA-MONOMER
1055,putative 3-phenylpropionate/cinnamate dioxygenase,"hcaE"" // ""hcaF"" // ""hcaD"" // ""hcaC",1,PHENYLPRODIOXY-MONOMER,hcaE,PHENYLPRODIOXY-MONOMER
1056,putative 3-phenylpropionate/cinnamate dioxygenase,"hcaE"" // ""hcaF"" // ""hcaD"" // ""hcaC",1,HCAA2-MONOMER,hcaF,HCAA2-MONOMER
1057,putative 3-phenylpropionate/cinnamate dioxygenase,"hcaE"" // ""hcaF"" // ""hcaD"" // ""hcaC",1,HCAD-MONOMER,hcaD,HCAD-MONOMER
1058,putative 3-phenylpropionate/cinnamate dioxygenase,"hcaE"" // ""hcaF"" // ""hcaD"" // ""hcaC",1,HCAC-MONOMER,hcaC,HCAC-MONOMER
1059,putative 4-oxalocrotonate tautomerase (4-OT),pptA,2,EG11761-MONOMER,pptA,EG11761-MONOMER
1060,putative ABC transporter ArtPQMI,"artP"" // ""artQ"" // ""artM"" // ""artI",2,ARTP-MONOMER,artP,ARTP-MONOMER
1061,putative ABC transporter ArtPQMI,"artP"" // ""artQ"" // ""artM"" // ""artI",1,ARTQ-MONOMER,artQ,ARTQ-MONOMER
1062,putative ABC transporter ArtPQMI,"artP"" // ""artQ"" // ""artM"" // ""artI",1,ARTM-MONOMER,artM,ARTM-MONOMER
1063,putative ABC transporter ArtPQMI,"artP"" // ""artQ"" // ""artM"" // ""artI",1,ARTI-MONOMER,artI,ARTI-MONOMER
1064,"putative D,D-dipeptide ABC transporter","ddpF"" // ""ddpD"" // ""ddpA"" // ""ddpC"" // ""ddpB",1,YDDO-MONOMER,ddpF,YDDO-MONOMER
1065,"putative D,D-dipeptide ABC transporter","ddpF"" // ""ddpD"" // ""ddpA"" // ""ddpC"" // ""ddpB",1,YDDP-MONOMER,ddpD,YDDP-MONOMER
1066,"putative D,D-dipeptide ABC transporter","ddpF"" // ""ddpD"" // ""ddpA"" // ""ddpC"" // ""ddpB",1,YDDS-MONOMER,ddpA,YDDS-MONOMER
1067,"putative D,D-dipeptide ABC transporter","ddpF"" // ""ddpD"" // ""ddpA"" // ""ddpC"" // ""ddpB",1,YDDQ-MONOMER,ddpC,YDDQ-MONOMER
1068,"putative D,D-dipeptide ABC transporter","ddpF"" // ""ddpD"" // ""ddpA"" // ""ddpC"" // ""ddpB",1,YDDR-MONOMER,ddpB,YDDR-MONOMER
1069,putative hydrolase,ycaC,8,EG11241-MONOMER,ycaC,EG11241-MONOMER
1070,putative menaquinol-cytochrome <i>c</i> reductase NrfCD,"nrfC"" // ""nrfD",1,NRFC-MONOMER,nrfC,NRFC-MONOMER
1071,putative menaquinol-cytochrome <i>c</i> reductase NrfCD,"nrfC"" // ""nrfD",1,NRFD-MONOMER,nrfD,NRFD-MONOMER
1072,putative monooxygenase YdhR,ydhR,2,G6895-MONOMER,ydhR,G6895-MONOMER
1073,putative multidrug efflux pump MdtNOP,"mdtN"" // ""mdtO"" // ""mdtP",1,EG11954-MONOMER,mdtN,EG11954-MONOMER
1074,putative multidrug efflux pump MdtNOP,"mdtN"" // ""mdtO"" // ""mdtP",1,YJCQ-MONOMER,mdtO,YJCQ-MONOMER
1075,putative multidrug efflux pump MdtNOP,"mdtN"" // ""mdtO"" // ""mdtP",1,EG11952-MONOMER,mdtP,EG11952-MONOMER
1076,"putative oligopeptide ABC transporter ATP binding subunit"" // ""putative oligopeptide ABC transporter membrane subunit YejB"" // ""putative oligopeptide ABC transporter membrane subunit YejE"" // ""putative oligopeptide ABC transporter periplasmic binding protein","yejA"" // ""yejE"" // ""yejB"" // ""yejF",1,YEJA-MONOMER,yejA,YEJA-MONOMER
1077,"putative oligopeptide ABC transporter ATP binding subunit"" // ""putative oligopeptide ABC transporter membrane subunit YejB"" // ""putative oligopeptide ABC transporter membrane subunit YejE"" // ""putative oligopeptide ABC transporter periplasmic binding protein","yejA"" // ""yejE"" // ""yejB"" // ""yejF",1,YEJE-MONOMER,yejE,YEJE-MONOMER
1078,"putative oligopeptide ABC transporter ATP binding subunit"" // ""putative oligopeptide ABC transporter membrane subunit YejB"" // ""putative oligopeptide ABC transporter membrane subunit YejE"" // ""putative oligopeptide ABC transporter periplasmic binding protein","yejA"" // ""yejE"" // ""yejB"" // ""yejF",1,YEJB-MONOMER,yejB,YEJB-MONOMER
1079,"putative oligopeptide ABC transporter ATP binding subunit"" // ""putative oligopeptide ABC transporter membrane subunit YejB"" // ""putative oligopeptide ABC transporter membrane subunit YejE"" // ""putative oligopeptide ABC transporter periplasmic binding protein","yejA"" // ""yejE"" // ""yejB"" // ""yejF",1,YEJF-MONOMER,yejF,YEJF-MONOMER
1080,putative phosphatidylethanolamine synthesis regulator GnsA,gnsA,2,MONOMER0-1701,gnsA,MONOMER0-1701
1081,putative PTS enzyme II FrvAB,"frvA"" // ""frvB",1,FRVA-MONOMER,frvA,FRVA-MONOMER
1082,putative PTS enzyme II FrvAB,"frvA"" // ""frvB",1,FRVB-MONOMER,frvB,FRVB-MONOMER
1083,putative PTS enzyme II FrwCBDPtsA,"ptsA"" // ""frwD"" // ""frwB"" // ""frwC",1,EG11906-MONOMER,ptsA,EG11906-MONOMER
1084,putative PTS enzyme II FrwCBDPtsA,"ptsA"" // ""frwD"" // ""frwB"" // ""frwC",1,EG11912-MONOMER,frwD,EG11912-MONOMER
1085,putative PTS enzyme II FrwCBDPtsA,"ptsA"" // ""frwD"" // ""frwB"" // ""frwC",1,FRWB-MONOMER,frwB,FRWB-MONOMER
1086,putative PTS enzyme II FrwCBDPtsA,"ptsA"" // ""frwD"" // ""frwB"" // ""frwC",1,FRWC-MONOMER,frwC,FRWC-MONOMER
1087,putative PTS enzyme II FryBCA,"fryA"" // ""fryB"" // ""fryC",1,G7246-MONOMER,fryA,G7246-MONOMER
1088,putative PTS enzyme II FryBCA,"fryA"" // ""fryB"" // ""fryC",1,G7250-MONOMER,fryB,G7250-MONOMER
1089,putative PTS enzyme II FryBCA,"fryA"" // ""fryB"" // ""fryC",1,MONOMER0-6,fryC,MONOMER0-6
1090,putative PTS enzyme II SgcBCA,"sgcA"" // ""sgcC"" // ""sgcB",1,SGCA-MONOMER,sgcA,SGCA-MONOMER
1091,putative PTS enzyme II SgcBCA,"sgcA"" // ""sgcC"" // ""sgcB",1,SGCC-MONOMER,sgcC,SGCC-MONOMER
1092,putative PTS enzyme II SgcBCA,"sgcA"" // ""sgcC"" // ""sgcB",1,MONOMER0-2121,sgcB,MONOMER0-2121
1093,putative quinol monooxygenase YgiN,ygiN,2,EG12657-MONOMER,ygiN,EG12657-MONOMER
1094,putative quinone oxidoreductase 1,qorA,2,QOR-MONOMER,qorA,QOR-MONOMER
1095,"putative transport complex, ABC superfamily","ybbA"" // ""ybbP",1,YBBA-MONOMER,ybbA,YBBA-MONOMER
1096,"putative transport complex, ABC superfamily","ybbA"" // ""ybbP",1,YBBP-MONOMER,ybbP,YBBP-MONOMER
1097,"putative transport complex, ABC superfamily","ycjV"" // ""ycjN"" // ""ycjO"" // ""ycjP",1,YCJV-MONOMER,ycjV,YCJV-MONOMER
1098,"putative transport complex, ABC superfamily","ycjV"" // ""ycjN"" // ""ycjO"" // ""ycjP",1,YCJN-MONOMER,ycjN,YCJN-MONOMER
1099,"putative transport complex, ABC superfamily","ycjV"" // ""ycjN"" // ""ycjO"" // ""ycjP",1,YCJO-MONOMER,ycjO,YCJO-MONOMER
1100,"putative transport complex, ABC superfamily","ycjV"" // ""ycjN"" // ""ycjO"" // ""ycjP",1,YCJP-MONOMER,ycjP,YCJP-MONOMER
1101,"putative transport complex, ABC superfamily","yadH"" // ""yadG",1,YADH-MONOMER,yadH,YADH-MONOMER
1102,"putative transport complex, ABC superfamily","yadH"" // ""yadG",1,YADG-MONOMER,yadG,YADG-MONOMER
1103,"putative transport complex, ABC superfamily","yhdW"" // ""yhdX"" // ""yhdY"" // ""yhdZ",1,YHDW-MONOMER,yhdW,YHDW-MONOMER
1104,"putative transport complex, ABC superfamily","yhdW"" // ""yhdX"" // ""yhdY"" // ""yhdZ",1,YHDX-MONOMER,yhdX,YHDX-MONOMER
1105,"putative transport complex, ABC superfamily","yhdW"" // ""yhdX"" // ""yhdY"" // ""yhdZ",1,YHDY-MONOMER,yhdY,YHDY-MONOMER
1106,"putative transport complex, ABC superfamily","yhdW"" // ""yhdX"" // ""yhdY"" // ""yhdZ",1,YHDZ-MONOMER,yhdZ,YHDZ-MONOMER
1107,"putative transport complex, ABC superfamily","ydcU"" // ""ydcV"" // ""ydcT"" // ""ydcS",1,YDCU-MONOMER,ydcU,YDCU-MONOMER
1108,"putative transport complex, ABC superfamily","ydcU"" // ""ydcV"" // ""ydcT"" // ""ydcS",1,YDCV-MONOMER,ydcV,YDCV-MONOMER
1109,"putative transport complex, ABC superfamily","ydcU"" // ""ydcV"" // ""ydcT"" // ""ydcS",1,YDCT-MONOMER,ydcT,YDCT-MONOMER
1110,"putative transport complex, ABC superfamily","ydcU"" // ""ydcV"" // ""ydcT"" // ""ydcS",1,YDCS-MONOMER,ydcS,YDCS-MONOMER
1111,"putative transport complex, ABC superfamily","yphE"" // ""yphF"" // ""yphD",1,YPHE-MONOMER,yphE,YPHE-MONOMER
1112,"putative transport complex, ABC superfamily","yphE"" // ""yphF"" // ""yphD",1,G7342-MONOMER,yphF,G7342-MONOMER
1113,"putative transport complex, ABC superfamily","yphE"" // ""yphF"" // ""yphD",1,YPHD-MONOMER,yphD,YPHD-MONOMER
1114,"putative transport complex, ABC superfamily","ynjB"" // ""ynjD"" // ""ynjC",1,G6949-MONOMER,ynjB,G6949-MONOMER
1115,"putative transport complex, ABC superfamily","ynjB"" // ""ynjD"" // ""ynjC",1,YNJD-MONOMER,ynjD,YNJD-MONOMER
1116,"putative transport complex, ABC superfamily","ynjB"" // ""ynjD"" // ""ynjC",1,YNJC-MONOMER,ynjC,YNJC-MONOMER
1117,putative xanthine dehydrogenase,"xdhC"" // ""xdhB"" // ""xdhA",1,G7487-MONOMER,xdhC,G7487-MONOMER
1118,putative xanthine dehydrogenase,"xdhC"" // ""xdhB"" // ""xdhA",1,G7486-MONOMER,xdhB,G7486-MONOMER
1119,putative xanthine dehydrogenase,"xdhC"" // ""xdhB"" // ""xdhA",1,G7485-MONOMER,xdhA,G7485-MONOMER
1120,putrescine ABC exporter,"sapD"" // ""sapB"" // ""sapC"" // ""sapF",1,SAPD-MONOMER,sapD,SAPD-MONOMER
1121,putrescine ABC exporter,"sapD"" // ""sapB"" // ""sapC"" // ""sapF",1,SAPB-MONOMER,sapB,SAPB-MONOMER
1122,putrescine ABC exporter,"sapD"" // ""sapB"" // ""sapC"" // ""sapF",1,SAPC-MONOMER,sapC,SAPC-MONOMER
1123,putrescine ABC exporter,"sapD"" // ""sapB"" // ""sapC"" // ""sapF",1,SAPF-MONOMER,sapF,SAPF-MONOMER
1124,putrescine ABC transporter,"potF"" // ""potI"" // ""potH"" // ""potG",1,POTF-MONOMER,potF,POTF-MONOMER
1125,putrescine ABC transporter,"potF"" // ""potI"" // ""potH"" // ""potG",1,POTI-MONOMER,potI,POTI-MONOMER
1126,putrescine ABC transporter,"potF"" // ""potI"" // ""potH"" // ""potG",1,POTH-MONOMER,potH,POTH-MONOMER
1127,putrescine ABC transporter,"potF"" // ""potI"" // ""potH"" // ""potG",2,POTG-MONOMER,potG,POTG-MONOMER
1128,putrescine aminotransferase,patA,2,G7596-MONOMER,patA,G7596-MONOMER
1129,"pyridine nucleotide transhydrogenase subunit &beta;"" // ""pyridine nucleotide transhydrogenase subunit &alpha;","pntA"" // ""pntB",2,PNTA-MONOMER,pntA,PNTA-MONOMER
1130,"pyridine nucleotide transhydrogenase subunit &beta;"" // ""pyridine nucleotide transhydrogenase subunit &alpha;","pntA"" // ""pntB",2,PNTB-MONOMER,pntB,PNTB-MONOMER
1131,pyridoxal kinase 2,pdxY,2,PDXY-MONOMER,pdxY,PDXY-MONOMER
1132,pyridoxal kinase I / hydroxymethylpyrimidine kinase,pdxK,2,PDXK-MONOMER,pdxK,PDXK-MONOMER
1133,pyridoxal 5-phosphate synthase,pdxH,2,PDXH-MONOMER,pdxH,PDXH-MONOMER
1134,pyridoxine 5'-phosphate synthase,pdxJ,8,PDXJ-MONOMER,pdxJ,PDXJ-MONOMER
1135,pyrimidine-specific ribonucleoside hydrolase RihB,rihB,4,EG12030-MONOMER,rihB,EG12030-MONOMER
1136,pyrroline-5-carboxylate reductase,proC,1,PYRROLINECARBREDUCT-MONOMER,proC,PYRROLINECARBREDUCT-MONOMER
1137,pyruvate dehydrogenase,aceE,2,E1P-MONOMER,aceE,E1P-MONOMER
1138,pyruvate formate-lyase (inactive),pflB,2,PYRUVFORMLY-MONOMER,pflB,PYRUVFORMLY-MONOMER
1139,pyruvate kinase I,pykF,4,PKI-MONOMER,pykF,PKI-MONOMER
1140,pyruvate kinase II,pykA,4,PKII-MONOMER,pykA,PKII-MONOMER
1141,pyruvate oxidase,poxB,4,PYRUVOXID-MONOMER,poxB,PYRUVOXID-MONOMER
1142,Qin prophage; antitoxin/DNA-binding transcriptional repressor RelB,relB,4,EG10836-MONOMER,relB,EG10836-MONOMER
1143,quinolinate phosphoribosyltransferase (decarboxylating),nadC,2,QUINOPRIBOTRANS-MONOMER,nadC,QUINOPRIBOTRANS-MONOMER
1144,quinolinate synthase,nadA,2,QUINOLINATE-SYNTHA-MONOMER,nadA,QUINOLINATE-SYNTHA-MONOMER
1145,radiation resistance protein YbgI,ybgI,6,G6379-MONOMER,ybgI,G6379-MONOMER
1146,RecFOR complex,"recO"" // ""recR"" // ""recF",1,EG10832-MONOMER,recO,EG10832-MONOMER
1147,RecFOR complex,"recO"" // ""recR"" // ""recF",1,EG10834-MONOMER,recR,EG10834-MONOMER
1148,RecFOR complex,"recO"" // ""recR"" // ""recF",1,EG10828-MONOMER,recF,EG10828-MONOMER
1149,redox-responsive ATPase YchF,ychF,2,EG11404-MONOMER,ychF,EG11404-MONOMER
1150,reduced flavorubredoxin,norV,4,G7413-MONOMER,norV,G7413-MONOMER
1151,"regulator of acid resistance, influenced by indole",ariR,2,G6606-MONOMER,ariR,G6606-MONOMER
1152,regulator of CsrB and CsrC decay,csrD,4,EG10018-MONOMER,csrD,EG10018-MONOMER
1153,regulator of KefC-mediated potassium transport and quinone oxidoreductase,kefF,2,EG11568-MONOMER,kefF,EG11568-MONOMER
1154,regulatory ATPase RavA,ravA,6,EG11731-MONOMER,ravA,EG11731-MONOMER
1155,RelB-RelE antitoxin/toxin complex / DNA-binding transcriptional repressor,"relE"" // ""relB",4,EG11131-MONOMER,relE,EG11131-MONOMER
1156,RelB-RelE antitoxin/toxin complex / DNA-binding transcriptional repressor,"relE"" // ""relB",4,EG10836-MONOMER,relB,EG10836-MONOMER
1157,replicative DNA helicase,dnaB,6,EG10236-MONOMER,dnaB,EG10236-MONOMER
1158,resolvasome,"ruvA"" // ""ruvB"" // ""ruvC",4,EG10923-MONOMER,ruvA,EG10923-MONOMER
1159,resolvasome,"ruvA"" // ""ruvB"" // ""ruvC",1,EG10924-MONOMER,ruvB,EG10924-MONOMER
1160,resolvasome,"ruvA"" // ""ruvB"" // ""ruvC",2,EG10925-MONOMER,ruvC,EG10925-MONOMER
1161,rhamnulose-1-phosphate aldolase,rhaD,4,RHAMNULPALDOL-MONOMER,rhaD,RHAMNULPALDOL-MONOMER
1162,"RhlB, ATP-dependent RNA helicase of the RNA degradosome",rhlB,2,EG10844-MONOMER,rhlB,EG10844-MONOMER
1163,riboflavin synthase,ribC,3,RIBOFLAVIN-SYN-MONOMER,ribC,RIBOFLAVIN-SYN-MONOMER
1164,ribokinase,rbsK,2,RIBOKIN-MONOMER,rbsK,RIBOKIN-MONOMER
1165,ribonuclease BN,rbn,2,G7175-MONOMER,rbn,G7175-MONOMER
1166,ribonuclease E,rne,4,EG10859-MONOMER,rne,EG10859-MONOMER
1167,ribonuclease E inhibitor protein A,rraA,3,EG11879-MONOMER,rraA,EG11879-MONOMER
1168,ribonuclease E inhibitor protein B,rraB,2,G7885-MONOMER,rraB,G7885-MONOMER
1169,"ribonucleoside-diphosphate reductase 1, &alpha; subunit dimer",nrdA,2,NRDA-MONOMER,nrdA,NRDA-MONOMER
1170,"ribonucleoside-diphosphate reductase 1, &beta; subunit dimer",nrdB,2,NRDB-MONOMER,nrdB,NRDB-MONOMER
1171,"ribonucleoside-diphosphate reductase 2, &alpha; subunit dimer",nrdE,2,NRDE-MONOMER,nrdE,NRDE-MONOMER
1172,"ribonucleoside-diphosphate reductase 2, &beta; subunit dimer",nrdF,2,NRDF-MONOMER,nrdF,NRDF-MONOMER
1173,ribose ABC transporter,"rbsB"" // ""rbsC"" // ""rbsA",1,RBSB-MONOMER,rbsB,RBSB-MONOMER
1174,ribose ABC transporter,"rbsB"" // ""rbsC"" // ""rbsA",2,RBSC-MONOMER,rbsC,RBSC-MONOMER
1175,ribose ABC transporter,"rbsB"" // ""rbsC"" // ""rbsA",1,RBSA-MONOMER,rbsA,RBSA-MONOMER
1176,ribose-5-phosphate isomerase A,rpiA,2,RIB5PISOMA-MONOMER,rpiA,RIB5PISOMA-MONOMER
1177,ribosomal protein S6 modification protein,rimK,4,EG10852-MONOMER,rimK,EG10852-MONOMER
1178,ribosomal protein-arginine oxygenase,roxA,2,EG11430-MONOMER,roxA,EG11430-MONOMER
1179,ribulokinase,araB,2,RIBULOKIN-MONOMER,araB,RIBULOKIN-MONOMER
1180,"RNA polymerase, core enzyme","rpoB"" // ""rpoC"" // ""rpoA",1,RPOB-MONOMER,rpoB,RPOB-MONOMER
1181,"RNA polymerase, core enzyme","rpoB"" // ""rpoC"" // ""rpoA",1,RPOC-MONOMER,rpoC,RPOC-MONOMER
1182,"RNA polymerase, core enzyme","rpoB"" // ""rpoC"" // ""rpoA",2,EG10893-MONOMER,rpoA,EG10893-MONOMER
1183,RNA-binding protein Hfq,hfq,6,EG10438-MONOMER,hfq,EG10438-MONOMER
1184,RNase adaptor protein,rapZ,3,EG12146-MONOMER,rapZ,EG12146-MONOMER
1185,RNase G,rng,2,EG11299-MONOMER,rng,EG11299-MONOMER
1186,RNase III,rnc,2,EG10857-MONOMER,rnc,EG10857-MONOMER
1187,RNase T,rnt,2,EG11547-MONOMER,rnt,EG11547-MONOMER
1188,RnlA-RnlB toxin-antitoxin complex,"rnlA"" // ""rnlB",1,G7365-MONOMER,rnlA,G7365-MONOMER
1189,RnlA-RnlB toxin-antitoxin complex,"rnlA"" // ""rnlB",1,G7366-MONOMER,rnlB,G7366-MONOMER
1190,<i>S</i>-formylglutathione hydrolase / <i>S</i>-lactoylglutathione hydrolase,yeiG,4,EG12026-MONOMER,yeiG,EG12026-MONOMER
1191,S6:S18 ribosomal subunit complex,"rpsF"" // ""rpsR",1,EG10905-MONOMER,rpsF,EG10905-MONOMER
1192,S6:S18 ribosomal subunit complex,"rpsF"" // ""rpsR",1,EG10917-MONOMER,rpsR,EG10917-MONOMER
1193,Sec translocon accessory complex,"secD"" // ""secF"" // ""yajC"" // ""yidC",1,SECD,secD,SECD
1194,Sec translocon accessory complex,"secD"" // ""secF"" // ""yajC"" // ""yidC",1,SECF,secF,SECF
1195,Sec translocon accessory complex,"secD"" // ""secF"" // ""yajC"" // ""yidC",1,EG11096-MONOMER,yajC,EG11096-MONOMER
1196,Sec translocon accessory complex,"secD"" // ""secF"" // ""yajC"" // ""yidC",1,YIDC,yidC,YIDC
1197,SecB chaperone,secB,4,SECB,secB,SECB
1198,SecYEG translocon,"secY"" // ""secG"" // ""secE",1,SECY,secY,SECY
1199,SecYEG translocon,"secY"" // ""secG"" // ""secE",1,SECG,secG,SECG
1200,SecYEG translocon,"secY"" // ""secG"" // ""secE",1,SECE,secE,SECE
1201,selenate reductase,"ynfH"" // ""ynfG"" // ""ynfF"" // ""ynfE",1,G6848-MONOMER,ynfH,G6848-MONOMER
1202,selenate reductase,"ynfH"" // ""ynfG"" // ""ynfF"" // ""ynfE",1,G6847-MONOMER,ynfG,G6847-MONOMER
1203,selenate reductase,"ynfH"" // ""ynfG"" // ""ynfF"" // ""ynfE",1,G6846-MONOMER,ynfF,G6846-MONOMER
1204,selenate reductase,"ynfH"" // ""ynfG"" // ""ynfF"" // ""ynfE",1,G6845-MONOMER,ynfE,G6845-MONOMER
1205,"selenide, water dikinase",selD,2,EG10943-MONOMER,selD,EG10943-MONOMER
1206,selenocysteine synthase,selA,1,EG10941-MONOMER,selA,EG10941-MONOMER
1207,sensory histidine kinase AtoS,atoS,2,ATOS-MONOMER,atoS,ATOS-MONOMER
1208,sensory histidine kinase CreC,creC,2,CREC-MONOMER,creC,CREC-MONOMER
1209,sensory histidine kinase EnvZ,envZ,2,ENVZ-MONOMER,envZ,ENVZ-MONOMER
1210,sensory histidine kinase EnvZ - phosphorylated,envZ,2,ENVZ-MONOMER,envZ,ENVZ-MONOMER
1211,sensory histidine kinase KdpD,kdpD,2,KDPD-MONOMER,kdpD,KDPD-MONOMER
1212,sensory histidine kinase NarX,narX,2,NARX-MONOMER,narX,NARX-MONOMER
1213,sensory histidine kinase NtrB,glnL,2,PROTEIN-NRII,glnL,PROTEIN-NRII
1214,sensory histidine kinase NtrB - phosphorylated,glnL,2,PROTEIN-NRII,glnL,PROTEIN-NRII
1215,sensory histidine kinase PhoR,phoR,2,PHOR-MONOMER,phoR,PHOR-MONOMER
1216,serine acetyltransferase,cysE,6,SERINE-O-ACETTRAN-MONOMER,cysE,SERINE-O-ACETTRAN-MONOMER
1217,serine endoprotease,degS,3,EG11652-MONOMER,degS,EG11652-MONOMER
1218,serine hydroxymethyltransferase,glyA,2,GLYOHMETRANS-MONOMER,glyA,GLYOHMETRANS-MONOMER
1219,serine protease inhibitor ecotin,eco,2,EG10255-MONOMER,eco,EG10255-MONOMER
1220,serine&mdash;tRNA ligase,serS,2,SERS-MONOMER,serS,SERS-MONOMER
1221,shikimate dehydrogenase / quinate dehydrogenase,ydiB,2,EG11234-MONOMER,ydiB,EG11234-MONOMER
1222,siroheme synthase,cysG,2,SIROHEMESYN-MONOMER,cysG,SIROHEMESYN-MONOMER
1223,Skp periplasmic chaperone,skp,3,EG10455-MONOMER,skp,EG10455-MONOMER
1224,small conductance mechanosensitive channel MscS,mscS,7,EG11160-MONOMER,mscS,EG11160-MONOMER
1225,small conductance mechanosensitive channel YnaI,ynaI,7,MONOMER0-82,ynaI,MONOMER0-82
1226,small heat shock protein IbpA homodimer,ibpA,2,EG11534-MONOMER,ibpA,EG11534-MONOMER
1227,small heat shock protein IbpB homodimer,ibpB,2,EG11535-MONOMER,ibpB,EG11535-MONOMER
1228,<i>sn</i>-glycerol 3-phosphate / glycerophosphodiester ABC transporter,"ugpB"" // ""ugpE"" // ""ugpA"" // ""ugpC",1,UGPB-MONOMER,ugpB,UGPB-MONOMER
1229,<i>sn</i>-glycerol 3-phosphate / glycerophosphodiester ABC transporter,"ugpB"" // ""ugpE"" // ""ugpA"" // ""ugpC",1,UGPE-MONOMER,ugpE,UGPE-MONOMER
1230,<i>sn</i>-glycerol 3-phosphate / glycerophosphodiester ABC transporter,"ugpB"" // ""ugpE"" // ""ugpA"" // ""ugpC",1,UGPA-MONOMER,ugpA,UGPA-MONOMER
1231,<i>sn</i>-glycerol 3-phosphate / glycerophosphodiester ABC transporter,"ugpB"" // ""ugpE"" // ""ugpA"" // ""ugpC",2,UGPC-MONOMER,ugpC,UGPC-MONOMER
1232,soluble pyridine nucleotide transhydrogenase,sthA,8,UDHA-MONOMER,sthA,UDHA-MONOMER
1233,sorbitol-6-phosphate 2-dehydrogenase,srlD,4,SORB6PDEHYDROG-MONOMER,srlD,SORB6PDEHYDROG-MONOMER
1234,sorbitol-specific PTS enzyme II,"srlE"" // ""srlB"" // ""srlA",1,GUTA-MONOMER,srlE,GUTA-MONOMER
1235,sorbitol-specific PTS enzyme II,"srlE"" // ""srlB"" // ""srlA",1,GUTB-MONOMER,srlB,GUTB-MONOMER
1236,sorbitol-specific PTS enzyme II,"srlE"" // ""srlB"" // ""srlA",1,G8210-MONOMER,srlA,G8210-MONOMER
1237,spermidine <i>N</i>-acetyltransferase,speG,4,SPERMACTRAN-MONOMER,speG,SPERMACTRAN-MONOMER
1238,spermidine preferential ABC transporter,"potD"" // ""potC"" // ""potB"" // ""potA",1,POTD-MONOMER,potD,POTD-MONOMER
1239,spermidine preferential ABC transporter,"potD"" // ""potC"" // ""potB"" // ""potA",1,POTC-MONOMER,potC,POTC-MONOMER
1240,spermidine preferential ABC transporter,"potD"" // ""potC"" // ""potB"" // ""potA",1,POTB-MONOMER,potB,POTB-MONOMER
1241,spermidine preferential ABC transporter,"potD"" // ""potC"" // ""potB"" // ""potA",2,POTA-MONOMER,potA,POTA-MONOMER
1242,spermidine synthase,speE,2,SPERMIDINESYN-MONOMER,speE,SPERMIDINESYN-MONOMER
1243,ssDNA translocase and dsDNA helicase - DNA helicase II,uvrD,2,EG11064-MONOMER,uvrD,EG11064-MONOMER
1244,ssDNA-binding protein,ssb,4,EG10976-MONOMER,ssb,EG10976-MONOMER
1245,succinate:quinone oxidoreductase subcomplex,"sdhD"" // ""sdhC"" // ""sdhB"" // ""sdhA",1,SDH-MEMB2,sdhD,SDH-MEMB2
1246,succinate:quinone oxidoreductase subcomplex,"sdhD"" // ""sdhC"" // ""sdhB"" // ""sdhA",1,SDH-MEMB1,sdhC,SDH-MEMB1
1247,succinate:quinone oxidoreductase subcomplex,"sdhD"" // ""sdhC"" // ""sdhB"" // ""sdhA",1,SDH-FE-S,sdhB,SDH-FE-S
1248,succinate:quinone oxidoreductase subcomplex,"sdhD"" // ""sdhC"" // ""sdhB"" // ""sdhA",1,SDH-FLAVO,sdhA,SDH-FLAVO
1249,"succinyl-CoA synthetase subunit &alpha;"" // ""succinyl-CoA synthetase subunit &beta;","sucC"" // ""sucD",2,SUCCCOASYN-BETA,sucC,SUCCCOASYN-BETA
1250,"succinyl-CoA synthetase subunit &alpha;"" // ""succinyl-CoA synthetase subunit &beta;","sucC"" // ""sucD",2,SUCCCOASYN-ALPHA,sucD,SUCCCOASYN-ALPHA
1251,succinyl-diaminopimelate desuccinylase,dapE,2,MONOMER0-1981,dapE,MONOMER0-1981
1252,succinylornithine transaminase,astC,2,SUCCORNTRANSAM-MONOMER,astC,SUCCORNTRANSAM-MONOMER
1253,SufBC<sub>2</sub>D Fe-S cluster scaffold complex,"sufD"" // ""sufC"" // ""sufB",1,G6907-MONOMER,sufD,G6907-MONOMER
1254,SufBC<sub>2</sub>D Fe-S cluster scaffold complex,"sufD"" // ""sufC"" // ""sufB",2,G6908-MONOMER,sufC,G6908-MONOMER
1255,SufBC<sub>2</sub>D Fe-S cluster scaffold complex,"sufD"" // ""sufC"" // ""sufB",1,G6909-MONOMER,sufB,G6909-MONOMER
1256,sulfate adenylyltransferase,"cysN"" // ""cysD",4,CYSN-MONOMER,cysN,CYSN-MONOMER
1257,sulfate adenylyltransferase,"cysN"" // ""cysD",4,CYSD-MONOMER,cysD,CYSD-MONOMER
